,text
3072,"A taxa de desocupação caiu para 11,2% no trimestre encerrado em janeiro. O contingente de empregados com carteira assinada cresceu 1,5% frente ao trimestre anterior, um acréscimo de 540 mil pessoas, e 2,6% frente ao mesmo período do ano anterior, acréscimo de 845 mil pessoas."
3073,"Ações agora envolvem drenagem, construção de meios-fios, implantação de sinalização horizontal e vertical e recuperação ambiental. O Exército estima que finalizará toda a obra, colocando mais duas camadas de asfalto os serviços complementares no mês de agosto. @MInfraestrutura"
3074,"O @exercitooficial dá continuidade à segunda fase de obras da BR-163, uma das principais vias da produção nacional, no trecho de Novo Progresso até Morais de Almeida, em Itaituba (PA). A segunda fase ocorre poucos dias após a inauguração do trecho entre o PA e o MT. @govbr"
3075,"Liberdade de expressão só vale para a ""grande"" imprensa e a esquerda. Quando não gostam de você, até seu silêncio é criminalizado. https://t.co/TGr9698Vkp"
3076,"Contas do Governo registram o melhor janeiro em 24 anos, com um superavit primário de R$ 44,124 bilhões em janeiro. É o melhor resultado já registrado pelo Tesouro desde 1997. Estamos fazendo o dever de casa e continuaremos! @TesouroNacional"
3077,"Live de quinta-feira: tacógrafos, táxis, bilhões gastos com a imprensa, MPs perdem validade, projetos em prol do Brasil parados, índios, carteira de motorista, dólar, corona vírus e derivações econômicas mundiais, afinação entre os poderes... https://t.co/S4hOdx7YM7"
3078,Governo divulga lista de municípios que concluíram o processo de adesão ao Programa Criança Feliz/Primeira Infância em 2020. Ação mundialmente premiada e sendo aperfeiçoada. 80 municípios de 17 estados adotaram o termo de adesão. @MinCidadania. Confira: https://t.co/TKZ4luoQbH https://t.co/MbHebJWf2o
3079,"Ultrapassamos 10.000.000 de curtidas no facebook e, hoje já somos mais de 6.000.000 de seguidores no Twitter. Grato a todos pela consideração e interação. https://t.co/pRVhlK63wN"
3080,"Dos 287 projetos qualificados nas 11 reuniões anteriores do CPPI, 172 já foram leiloados ou concluídos e vão gerar cerca de R$ 700 bilhões de investimentos nos próximos anos, sem contar o valor das outorgas de cerca de R$ 137 bilhões para a União, revertidos à sociedade."
3081,"É preciso destravar a agenda de investimentos, trabalhar a legislação, criar maior abertura do mercado para investimentos nacionais e internacionais e propor, seja por Projeto de Lei ou em forma de mudança de regulamento, para que exista a otimização das estruturas. @MinEconomia"
3082,"Governo Federal avança na agenda de concessões e inclui mais 22 iniciativas no Programa de Concessões que englobam mais de 134 projetos na área de turismo, infraestrutura, meio ambiente, energia e mineração. @govbr"
3083,"- Escola Cívico-Militar: Muitos têm perguntado quais escolas, cidades e Estados serão atendidos em 2020. Segue a relação.

- Campinas ainda aguarda definição jurídica. Caso Campinas não ocorra, a próxima cidade na lista será Sorocaba.

. @MEC_Comunicacao @AbrahamWeint https://t.co/RFyNp1q7e4"
3084,"Da série João 8:32/O q leva parte da imprensa a mentir, deturpar, caluniar...enfim, atentar contra o Brasil 24h/dia? Abstinência de verba ou medo da verdade? -Jeremias 1:19/E pelejarão contra ti, mas não prevalecerão contra ti, porque eu sou contigo, para ti livrar, diz o Senhor."
3085,"RT @GeneralMourao: Não autorizei o uso de minha imagem por ninguém, mas protestos fazem parte da democracia que não precisa de pescadores de águas turvas para defendê-la. O presidente @JairBolsonaro não atacou as instituições, que estão funcionando normalmente. https://t.co/PKHJCuz7A7"
3086,A reunião é o principal encontro de líderes internacionais sobre o tema e conta com a participação de mais de 100 ministros e altas autoridades da área de direitos humanos. @AgoraNoticiasBr
3087,- @DamaresAlves destacou a sanção presidencial de 7 leis voltadas ao combate à violência contra mulheres e a lei que institui o Biênio da Primeira Infância do Brasil. A Ministra chefia a delegação brasileira na 43ª sessão do Conselho de Direitos Humanos das Nações Unidas.
3088,"A ministra @DamaresAlves , no Conselho de Direitos Humanos da ONU, na Suiça: 'governo prioriza proteger o direito à vida, em 2019, o número de homicídios caiu mais de 20%, redução de estupros, 24,5% menos assassinatos de LGBTs e a criança tem sido protegida de forma efetiva'. https://t.co/zi5H6A9DUi"
3089,"Tenho 35Mi de seguidores em minhas mídias sociais, c/ notícias não divulgadas por parte da imprensa tradicional. No Whatsapp, algumas dezenas de amigos onde trocamos mensagens de cunho pessoal. Qualquer ilação fora desse contexto são tentativas rasteiras de tumultuar a República."
3090,"RT @CarlosBolsonaro: O Governo Federal vai impulsionar a produtividade no País com o programa Brasil Mais. Melhorar a gestão, inovar processos e reduzir desperdícios em mais de 200 mil pequenas e médias empresas. Desburocratização, desenvolvimento e empregos! https://t.co/ihUZhUD8WV"
3091,"Primeira visita de um chanceler brasileiro a Honduras desde 1971. Reuniões com o Chanceler Lisandro Rosales, Presidente da Suprema Corte e Comandante da Força Aérea. Ampla agenda de cooperação no combate ao crime, biocombustíveis e acordo comercial. @ernestofaraujo https://t.co/gd8kDjdBMy"
3092,Segue o fio: https://t.co/cs22AMmkgk
3093,Uma boa noite a todos! Clint na tela! 👍 https://t.co/ykrlNsHOMu
3094,"- Pastor Frank Mendonça.
- Coordenador Geral UMADEGO.
- Brasil acima de tudo!
- Deus acima de todos! https://t.co/qJQwEq3Hz8"
3095,"Numa pizzaria no Guarujá, o dono disse que o empreendimento só foi possível graças a Lei de Liberdade Econômica (MP). Como inúmeros empreendedores, seu comércio foi aberto com menos burocracias e custos, empregando mais de meia dúzia de funcionários. Mais medidas a caminho! https://t.co/a4jFFFWUpe"
3096,Praia de Praia Grande (SP). Obrigado a todos pela consideração! https://t.co/fxZGjtCwMS
3097,"Obrigado pela consideração, OLINDA-PE! https://t.co/D382w7lyjj"
3098,"- Balneário Camboriú/SC.
- Bloco Aliança pelo Brasil. https://t.co/McqvyrVE5w"
3099,"São + de R$200 milhões para que as crianças sejam alfabetizadas no tempo certo, c/ programa Tempo de Aprender. São ações de alfabetização com base em evidências científicas. Secretários dos dos estados, municípios e do DF podem aderir ao programa. Mais em: https://t.co/jt1O1SmimF https://t.co/v2kKZhGwkY"
3100,Bolsomoto no Guarujá -SP! https://t.co/jxEku1iwqv
3101,"Com o PIX, o brasileiro terá mais uma alternativa para efetuar transações, além dos modelos tradicionais já existentes, como TED, DOC, boleto, cheque e cartões. O dia e a hora da transação não importarão, nem se o solicitante e o recebedor da operação têm conta no mesmo banco."
3102,"MAIS AGILIDADE, MENOS CUSTOS AO CIDADÃO: Pagamentos e transferências instantâneas serão realidade no Brasil. O Banco Central lançou o sistema de pagamentos PIX, que, a partir de novembro, vai permitir o envio e o recebimento de quantias de forma rápida, inclusive em smartphones."
3103,"Durante o carnaval, os homens do @exercitooficial , @DNIToficial , @MInfraestrutura , não descansam para tornar a vida dos motoristas e usuários das BRs do Brasil mais segura. Foram décadas de abandono! O trabalho continua.. @tarcisiogdf https://t.co/9BmMjOQVI3"
3104,"- 10.000.000 de curtidas no Facebook. 
- Obrigado pelo apoio e confiança.
- Boa noite a todos. https://t.co/AOn3xPyb43"
3105,"RT @exercitooficial: Para preservar a ordem e a incolumidade das pessoas e do patrimônio, Exército inicia Operação de GLO em Fortaleza https://t.co/ptaSK3X7Ir #BraçoForte #MãoAmiga https://t.co/D1sa49bbfF"
3106,- Alguns fatos desta semana: @secomvc https://t.co/CJVK3heI8C
3107,"- Cartaz feito em 1988 vale para 2020.
- O futuro do Brasil depende de cada um de nós. https://t.co/ljgLkutEhx"
3108,"Obrigado pela consideração, Praia Grande (SP)! https://t.co/OkVm9Ojndz"
3109,"- Tacógrafos e Taxímetros. 
- Você usa? Então assista! https://t.co/n4LQalVOgR"
3110,Palavras do Ministro das Relações Exteriores @ernestofaraujo : https://t.co/Cc1bhhpAAZ
3111,"Saques do FGTS somam R$27,65 bilhões e atingem quase 60 milhões de pessoas. Faltando cerca de R$ 15 bilhões disponíveis para serem sacados (MP do FGTS). O volume até agora retirado representou 65% do total disponível. @MinEconomia"
3112,RT @CarlosBolsonaro: Iniciativa conjunta do @MEC_Comunicacao e @CAPES_Oficial; Lançamento inédito modelo de bolsas com base na meritocracia e no incentivo ao desenvolvimento de cada região. @AbrahamWeint / @BeneditoAguiar6 https://t.co/ePbD33XRfQ
3113,@real_TMav @depheliolopes Muito robôs de última geração!!!!
3114,"Agradeço a consideração, Guarujá! Um forte abraço! Com @depheliolopes https://t.co/LoBEMWkKDY"
3115,"- Nosso QG no Guarujá/SP.
- Um bom carnaval a todos. https://t.co/gMLyda1YbK"
3116,"Nosso governo assinou com o @MPF_PGR acordo de cooperação técnica para acabar com excesso de judicialização que paralisa projetos e obras em todo país. Com isso, antecipamos consensos, trabalharemos com mais velocidade, segurança e menos desperdícios! @MinEconomia e @tarcisiogdf"
3117,"- Os parabéns pela queda recorde de homicídios, pela menor taxa de juros da história, pelo recorde de alta na Bolsa, pelo menor risco-brasil em 12 anos, pela apreensão recorde de drogas, pela queda do desemprego, pelo crescimento econômico, entre outros avanços, eles não dão. https://t.co/QNe2DLJ5Hv"
3118,"São Paulo é a segunda cidade mais buscada no mundo para se viajar, ficando atrás apenas de Da Nang, no Vietnã, segundo dados elaborados pelo Google. Os dados mostram que estamos no caminho certo para transformar o Brasil. Todos juntos  podemos muito mais! @MTurismo"
3119,"O turismo no Brasil tem resultados inéditos de 2018 p/ 2019 -Confederação Nacional do Comércio de Bens, Serviços e Turismo. O país se tornou um dos 3 principais destinos turísticos emergentes do mundo. Buscas na internet sobre viagens ao Brasil aumentou 27% em comparação c/ 2018."
3120,Lançamento do Crédito Imobiliário com taxa fixa. https://t.co/W34f8p8PSp
3121,"- Em março estarei nos Estados Unidos.
- Em nossa extensa agenda a possibilidade da Tesla no Brasil. https://t.co/Iu9LqX56Uh"
3122,"LIVE QUINTA-FEIRA: Desburocratizações, redução de impostos, desenvolvimento do turismo e pesca, bolsa-família, criação do crédito fixo imobiliário, combustíveis, MPs da carteirinha e dos balancetes expiradas e novas ações e excludente de ilicitude em GLO. https://t.co/08oMhMvSNj"
3123,- A  Globo bota a culpa em Jair Bolsonaro pelos tiros em Cid Gomes. https://t.co/VNv0bmz1GZ
3124,"MA, AP, PA, AL, BA e PR: TCU deu aval para desestatização de novos terminais portuários. São prioridades, os leilões de terminais nos portos de Santana/AP, Vila do Conde/PA, Maceió/AL, Aratu/BA e Paranaguá/PR. Variações do modal de transportes evoluindo. @tarcisiogdf https://t.co/tsFWeD6vuX"
3125,A democracia nunca esteve tão forte. 🇧🇷👍
3126,"Com a assinatura do decreto que cria o 'Programa Brasil Mais', o Governo trabalha para aumentar a eficiência e produtividade das empresas brasileiras. Certo de que podemos muito mais, mesmo com muitas dificuldades no percurso. @MinEconomia https://t.co/WR0cfzpm0u"
3127,"Indústria começa o ano mais aquecida que os 4 últimos anos (Pesquisa Sondagem Industrial-CNI). Pesquisa realizada entre 3 e 12 de fevereiro com 1915 empresas. Dessas, 763 são pequenas, 673 são médias e 479 são de grande porte."
3128,Nova Portaria do @mmeioambiente cria o Programa de Conversão de Multas Ambientais para o triênio 2020/2023. A iniciativa torna mais ágil cobranças de multas ambientais no país p/ transferência dos recursos obtidos pelas infrações em ações de recuperação da natureza. @rsallesmma
3129,"- A Baía de Angra é de uma beleza ímpar.
- Temos como transformá-la, sem recurso público, num dos destinos turísticos mais visitados do mundo.
- Podemos prosseguir?
- Você concorda? https://t.co/4GkbviQSLv"
3130,"Aprovada na Câmara a MP do Agro, a + importante medida para o produtor rural nos últimos anos. O texto segue para o Senado. Com isso, facilita-se o acesso ao crédito e desburocratização do sistema, para que o produtor rural gere oportunidade e renda à sua família e para o Brasil! https://t.co/x6ROHASfTf"
3131,O @MEC_Comunicacao @AbrahamWeint amplia a capacitação de professores e aprimora as avaliações para que as crianças aprendam a ler e escrever na idade certa. O 'Programa Tempo de Aprender' já pode ser aderido pelos municípios. São + de R$220 mi p/a alfabetização. @CarlosNadalim https://t.co/n6opwlBJoP
3132,"Obras de manutenção, complementação e conservação nas rodovias do Brasil seguem o acelerado fluxo de demandas de nosso Governo. Bom trabalho @DNIToficial @MInfraestrutura e @exercitooficial : BRs101/SE, 287/RS, 419/MS, 163/PR, 316/PA, 116/RS, BRs 280,476,163, 376, 158 e 373. https://t.co/hpPNnJBsWg"
3133,"Assinado decreto que cria o 'Programa Brasil Mais'. A iniciativa aumenta a eficiência e a produtividade das empresas brasileiras, sendo elogiado pela Confederação Nacional das Indústrias. Via @MinEconomia https://t.co/KwDWAUnwN7"
3134,@majorfabianadep 👍
3135,"- A independência dos Índios no Brasil.
- Youtube: https://t.co/jJx0AJleyy https://t.co/4YM1U5QP3N"
3136,"A MP 915, acelera a venda de imóveis da União. São centenas de milhares que somente trazem gastos e nenhum retorno à sociedade. Esta semana, quase 20 foram postas a venda e este ciclo será feito até o fim. Desinchar e desburocratizar o estado pesado e lento é foco da gestão!"
3137,"O @JusticaGovBR @SF_Moro deu início a 6ª fase da Operação Luz na Infância, que combate a pedofilia no Brasil. Até o fim da manhã, foram presas 38 pessoas e cumpridos 112 mandados de busca e apreensão!"
3138,"O Brasil está dando certo! No ano passado, nossa economia apresentou elevação de 1,2%, segundo dados Monitor do PIB, divulgado nesta terça (18), pela Fundação Getulio Vargas (FGV). Isso significa mais emprego, confiança e desenvolvimento. @secomvc"
3139,O programa Rotas de Integração Nacional leva desenvolvimento para todas as regiões do Brasil. Rotas do Açaí; da Biodiversidade; do Cacau; do Cordeiro; da Economia Circular; da Fruticultura; do Leite; do Mel; do Peixe; e da Tecnologia da Informação e Comunicação. @mdregional_br https://t.co/MDJymdy0aa
3140,"O Ministro das Relações Exteriores, @ernestofaraujo , recebeu o Vice-Chanceler do Japão Keisuke Suzuki. A terceira economia mundial quer parceria baseada em valores comuns, estratégia e incremento econômico-comercial. 🇧🇷🤝🇯🇵!"
3141,"Risco-país cai a 93 pontos, menor nível em 12 anos. A União levantou R$29,5 bilhões em privatizações em janeiro de 2020. O objetivo para o ano é de R$150 bilhões. Empregos avançam e o Governo segue desinchando o estado extremamente burocrático. Temos tudo para crescer!"
3142,Conselho de Ministros: Vídeo da realidade do pequeno produtor. https://t.co/28SxsSyGIW
3143,- PS.: quem fará a perícia nos telefones do Adriano? Poderiam forjar trocas de mensagens e áudios recebidos? Inocentes seriam acusados do crime?
3144,"- A quem interessa não haver uma perícia independente? Sua possível execução foi ""queima de arquivo""?

- Sem uma perícia isenta os verdadeiros criminosos continuam livres até para acusar inocentes do caso Marielle. https://t.co/cmBP23V7e4"
3145,- Jair Messias recebe Jorge Jesus após a conquista da Supercopa pelo Flamengo. 👍 https://t.co/QdnC70As4j
3146,@Jandidragao Obrigado pela consideração!
3147,"- Para a esquerda, cresce o número de presos no Brasil; para qualquer brasileiro de bem, diminui o número de bandidos nas ruas. Enquanto isso a violência segue despencando, para alívio da sociedade. O ano com menor índice de homicídio da década foi 2019, no nosso governo."
3148,Seguimos desburocratizando e reduzindo os gastos para o cidadão. Em apenas um ano avançamos e é preciso avançar bem mais! https://t.co/aRVyaFHcO5
3149,"RT @jairbolsonaro: - Significa 3,89% a menos de bandidos levando terror à população. https://t.co/KKLPMd0zW9"
3150,"O ""Caminho da Escola"" objetiva renovar e ampliar a frota de veículos escolares. Voltado a estudantes residentes, prioritariamente, em áreas rurais e ribeirinhas, o programa oferece ônibus, lanchas e bicicletas fabricados para o tráfego nestas regiões. Via @BolsonaroSP"
3151,"Através do programa Caminho da Escola, o @MEC_Comunicacao @AbrahamWeint entregou hoje 120 ônibus adaptados para deficientes a 115 municípios em São Paulo. Carros 4x4, bicicletas, barcos e R$ 700milhões/ano para manutenção também estão no programa."
3152,"Após +de 40 anos, reinaugurada a BR163; alças da ponte e linha Vermelha no RJ e o trabalho continua: devido a chuva o @MInfraestrutura atua na BR459-SP e BR116-MG. Duplicações , massa asfáltica e correções, com apoio do @exercitooficial nas BR116-RS, BR101-SE, BR282-SC e mais. 🇧🇷 https://t.co/a8ah5ypqWc"
3153,"- Vamos Brasil!!!
- O futuro de nosso país depende de todos nós! https://t.co/mZpsCvyzcy"
3154,"- Seguimos na direção certa! O @mdregional_br @rogeriosmarinho e o compromisso de nosso Governo com a segurança hídrica (sistema de dessanilização, poços artesianos e outros) do Nordeste e o impacto positivo na economia da região. https://t.co/XpEOac3Zoy https://t.co/jS20p6nmZK"
3155,segurança pública segundo o PT e seus aliados. Contextualize e tire suas conclusões. Via @CarlosBolsonaro https://t.co/u1K2KKTO8q
3156,"- Flamengo x Athletico no Mané Garrincha

- Sempre uma grande emoção cantar o nosso hino. Com @SF_Moro e @tarcisiogdf https://t.co/LxpWdmkJYH"
3157,@SF_Moro 👍👍👍
3158,Alguns pontos da semana. Bom domingo a todos! @secomvc https://t.co/Hoe6DiGxi6
3159,https://t.co/74hTIlJG5W
3160,"- A execução do ex-Cap Adriano não pode deixar de ser esclarecida, a exemplo do caso Celso Daniel, onde ao PT não interessa a verdade.  https://t.co/olgbWN8rVc"
3161,"- Evento Evangélico na Enseada de Botafogo (Rio de Janeiro-Rj). 

- Muito obrigado pela consideração!

- Para assistir mais do que falamos, segue link no youtube: https://t.co/hgNM5nhhp0 https://t.co/NQK7L2kEra"
3162,"RT @tarcisiogdf: Além do dia histórico na 163, ontem + 2 grandes notícias: lançamos consulta pública para concessão de 22 aeroportos ainda em 2020! E fechamos acordo no impasse de Viracopos. Faremos novamente a concessão. E hj ainda vamos inaugurar alça que liga a Rio-Niterói à Linha Vermelha! https://t.co/r5fi4F1mG3"
3163,Via @MTurismo https://t.co/fGtWI7qH9O
3164,"@AbrahamWeint 🇧🇷👍, Ministro!"
3165,"- Significa 3,89% a menos de bandidos levando terror à população. https://t.co/KKLPMd0zW9"
3166,"- OBRIGADO, POVO PARAENSE! https://t.co/dgb1jiw8kE"
3167,RT @tarcisiogdf: Andando na BR-163 na boleia do caminhão junto ao presidente @JairBolsonaro. Ouvir do próprio caminhoneiro Vilmar o que essa conquista significa para ele. É para isso que estamos aqui. Trabalhar por um Brasil melhor para os brasileiros 🇧🇷 https://t.co/FacSA1NQSS
3168,"- 2019, nosso primeiro ano de governo: O MENOR ÍNDICE DE ASSASSINATOS DA DÉCADA. Estamos do lado certo! 🇧🇷👍"
3169,Parabenizo o @exercitooficial pelo empenho junto aos órgãos do @MInfraestrutura para o andamento desta e de tantas outras ações. A obra já transformou a vida dos milhares de caminhoneiros que circulam pela BR. É só o início de um ciclo que gerará mais beneficios ao país.
3170,"Para a conclusão do trecho da BR-163/PA, aguardada há 40 anos, foram realizados serviços de terraplenagem, pavimentação, drenagem e sinalização do segmento, além de trabalhos de monitoramento, sempre respeitando as questões ambientais. https://t.co/K52IA7UlWI"
3171,"- EM NOSSO GOVERNO CAEM OS HOMICÍDIOS, A VIOLÊNCIA E AS FALÁCIAS! https://t.co/ShUhKSkEs4"
3172,"Em 2019, o número de homicídios no Brasil caiu cerca de 19% em relação a 2018. Nosso Governo estende um forte abraço a todos os Agentes de Segurança do país. O Brasil segue caminhando no rumo certo! Mais detalhes: @JusticaGovBR @SF_Moro"
3173,"Setor de serviços cresce 1% em 2019 e tem 1ª alta em 5 anos.  A atividade turística cresceu 2,6%, entre outras como;  hospedaria, alimentação, tecnologia da informação e serviços técnicos profissionais - (IBGE). @MinEconomia"
3174,"Hoje à tarde estarei com o ministro @tarcisiogdf inaugurando a pavimentação da BR-163/PA até Miritituba. A rodovia, implantada em 1976 pelo pres. Geisel (vídeo), será o principal corredor de exportação de grãos. Em pouco tempo 20 milhões t chegarão até os portos do Arco Norte. https://t.co/h4OUi3mY6B"
3175,"- Live de quinta-feira, sobre os fatos da semana, com o Presidente Bolsonaro (12+1 /02/2020)

. Link no youtube: https://t.co/ZGfJWza75d"
3176,RT @tarcisiogdf: Ano passado nosso carnaval foi junto aos caminhoneiros numa fila de 50km com os atoleiros da BR-163/PA. Naquela semana levei a msg do presidente @JairBolsonaro: seria a última vez que eles passariam por aquilo. Promessa cumprida. Hoje o hit de carnaval do @MInfraestrutura é outro https://t.co/SD9w7f68zZ
3177,SALÁRIO-EDUCAÇÃO / NOVOS CÁLCULOS. https://t.co/ehIlVAOojT
3178,https://t.co/9FXCpU0NZv
3179,"- Bebel do Icó, no Ceará, apresentando a nova barragem de Lima Campos e agradecendo ao Governo @jairbolsonaro.

. Link no youtube: https://t.co/QpREq4CTop https://t.co/4RD6lUcBUN"
3180,"- Quebra-queixo
- Hoje pela manhã 13/02/2019
. Link no youtube: https://t.co/3fbbC1PWR4"
3181,"- Programa Lixão Zero: Em sua primeira etapa, destinamos recursos para 57 municípios cuidarem do lixo e assinatura do decreto de logística reversa de eletroeletrônicos. Via @mmeioambiente @rsallesmma https://t.co/JxApxH631X"
3182,"RT @SF_Moro: Não gosto deste jogopolitico.Mas verdades precisam ser ditas. No projeto de lei anticrime,propusemos que milícias fossem qualificadas expressamente como organizações criminosas.Propusemos várias outras medidas contra crime organizado.O PSOL,de Freixo/Glauber,foi contra todas elas"
3183,"Em 2019, o Ensino Profissional registrou 1,9 milhão de matrículas. O número representa um aumento de mais de 11 mil alunos em relação aos dados de 2018. A maior parte dos estudantes tem até 30 anos (78,8%). As mulheres predominam em praticamente todas as faixas etárias. @secomvc"
3184,"- Humildemente parabenizo a Comissão de Constituição e Justiça do Senado, por dar um grande passo, aprovando o projeto de lei que obriga presos a bancarem suas despesas enquanto encarcerados. A matéria agora segue para plenário."
3185,"RT @SF_Moro: Fui à comissão especial da Câmara dos Deputados defender a aprovação da PEC 199/2019 que restabelece a prisão após condenação criminal em segunda instância, essencial para a redução da impunidade e da criminalidade. Uma boa causa é uma causa de todos. https://t.co/9CpSDsOwhv"
3186,"Mais de 13 milhões de famílias podem sacar o Bolsa Família a partir desta quarta-feira (12). Ao todo, o governo federal vai disponibilizar, para a população mais vulnerável do país, R$ 2,5 bilhões. https://t.co/FJfCA7Jiw6 ( via @govbr )"
3187,"Após a NÃO TAXAÇÃO da energia solar, foi contabilizada geração de 1.325 megawatts, sendo 11,4% da carga total gerada na Região Nordeste. O RECORDE foi registrado pelo Operador Nacional do Sistema Elétrico (ONS). Ainda há muito para percorrer, contudo, a direção é certa!"
3188,"Além do ensino de base, o foco no ensino profissionalizante com retornos imediatos à sociedade. O 'Programa Novos Caminhos' objetiva aumentar em + de 70% as matrículas na educação profissional até o fim de 2023. O trabalho continua para duplicar as vagas no ITA. @MEC_Comunicacao"
3189,"JORNALISMO  ENVERGONHADO: a voz, segundo a perícia, também não é a do porteiro. A tentativa de associar Jair Bolsonaro à morte da Marielle, é mais um escândalo da TV Globo, associado ao que há de mais sujo na investigação feita pelo Governo do RJ. https://t.co/IJGvF2293r"
3190,"O comércio de produtos automotivos entre Brasil e Paraguai tem crescido. Em 2019, a corrente de comércio somou US$ 650 milhões, com exportações no valor de US$ 415 milhões e importações no valor de US$ 235 milhões, o que resultou em superávit de US$ 180 milhões para o Brasil."
3191,Assinamos o Acordo Automotivo entre Brasil e Paraguai de livre comércio imediato para os produtos automotivos brasileiros taxados com tarifas entre zero e 2% . Maior produção e empregos. @MinEconomia e @ernestofaraujo
3192,"- Recebi a visita dos alunos da Escola Americana de São Paulo - Graded.

- Escola que estreita as relações entre Brasil e os Estados Unidos. https://t.co/lbhXVndfsw"
3193,"A partir de 2023, o Plano de Saneamento Básico será requisito para que municípios de todo o país tenham acesso a recursos federais do @mdregional_br para obras e desenvolvimento regional. As cidades têm até 31 de dezembro de 2022 para elaborar seus planos. @SGPresidencia"
3194,"- Em respeito ao compromisso que assumimos com caminhoneiros, produtores e cidadãos que aguardam há 45 anos por este dia, comunicamos  conclusão da pavimentação da BR-163 até Miritituba/PA.

. @MInfraestrutura @tarcisiogdf https://t.co/Pq1leO2CFY"
3195,https://t.co/hbLfEm0ijZ
3196,https://t.co/ovvlQPm753
3197,https://t.co/S4LRyfMA2h
3198,https://t.co/KVEyEoTOkg
3199,- Conheça mais algumas ações do @MEC_Comunicacao nos primeiros 400 dias do governo - segue a linha:
3200,"Conheça mais algumas ações do @MEC_Comunicacao nos 400 dias do governo:

1- Seis novos campi de Institutos federais:

Mais de 5 mil estudantes foram beneficiados com o Campus Campo Grande do Instituto Federal de MS; o Campus de Corumbá do Instituto Federal do MS;"
3201,- @Min_Agricultura https://t.co/BW9OqwbvmQ
3202,"Novas atrações serão inauguradas em 2020 , atingindo hotelaria, restaurantes e outros serviços. A isenção do tributo, em vigor desde outubro de 2019, mostra a importância do setor para a movimentação de visitantes e o estímulo à economia do país. Detalhes: https://t.co/6SKED6p0uc"
3203,"Isenção de imposto impulsiona parques temáticos no Brasil. Anualmente, o segmento fatura mais de R$ 3 bilhões, recebe 30 milhões de visitantes e gera cerca de 15 mil empregos diretos e 100 mil indiretos no Brasil. @MTurismo"
3204,"O @MInfraestrutura e o @exercitooficial seguem desempenhando funções estratégicas na construção e reordenamento das rodovias federais. Ex: BR101/AL, BR222/CE, BR116/RS,  BR459,354 e 162/MG, BR080/GO, BR163/MT e PR, BR110/PE, além de muitas outras como o anel de ligação no RJ. https://t.co/Nz84yMaNMK"
3205,"- SEMANA DO PRESIDENTE. 
- 03 a 09 de fevereiro/2020.
. Link no youtube: https://t.co/jmAsEmoRHE"
3206,Sejam bem vindos! 🇧🇷 https://t.co/YtgV22pZbk
3207,"O resultado foi alcançado por meio do aperfeiçoamento dos métodos de investigação, além da coordenação entre os órgãos da gestão pública. Graças a tais ações há maior retorno para a sociedade, mesmo que com meios escassos, devido a corrupção generalizada de governos anteriores."
3208,"Economia gerada por operações antifraude mais que dobrou em 2019. Ações fizeram governo economizar R$ 961 milhões no ano passado. (@MinEconomia). As ações resultaram em economia de R$ 961 milhões, 107,1% a mais que os R$ 464 milhões registrados em 2018."
3209,"Nosso governo trabalha para levar energia elétrica às regiões remotas dos estados que compõem a Amazônia Legal. O Programa Mais Luz para a Amazônia, beneficiará cerca de 70 mil famílias de baixa renda que vivem em comunidades ribeirinhas. @Minas_Energia"
3210,"O premiado Programa Criança Feliz no ano passado, atendeu pessoas em localidades carentes de todo Brasil, levando educação e saúde, atendeu mais de 700.000 famílias, 715.000 crianças e 140.000 gestantes. Foram mais de 15.000.000 de visitas em 2.560 municípios em 2019."
3211,"- @GFiuza_Oficial revela mutações da esquerda e o escancaremento das velhas e novas alianças disfarçadas para chegarem ao poder, mais uma vez tentando enganar a população. https://t.co/7asqE79ZWh"
3212,"- Evento Evangélico / Brasília -DF
. Link completo no youtube: https://t.co/yGFvV3irha https://t.co/vucgoilzqb"
3213,"- Para onde estávamos indo...
- @sikerajr https://t.co/Z44Xvl0rB1"
3214,Mais alguns fatos recentes de nosso Governo: https://t.co/T7G2t1i7DV
3215,"2019: concessão da Ferrovia Norte-Sul, no trecho entre Porto Nacional (TO) e Estrela D’Oeste (SP). 2020: Ferrovia de Integração Oeste-Leste, que ligará Ilhéus (BA) a Figueirópolis (TO), e a Ferrogrão, com origem em Cuiabá (MT) e término em Santarém (PA). @AgoraNoticiasBr"
3216,"O @MInfraestrutura @tarcisiogdf prevê investimentos de R$ 30 bilhões para ampliar a malha ferroviária do país nos próximos 6 anos. Estudo de 2018 da Fundação Dom Cabral, a malha rodoviária é utilizada para o escoamento de 75% da produção no país. As ferrovias respondem por 5,4%. https://t.co/wa8X7gvOOc"
3217,"- Homenagem ""Anime"".
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de semana! https://t.co/HVnpqEc7fF"
3218,"1- @CGUonline combate desvios na aquisição de alimentos para merenda escolar no MS. 

2- OperaçãoEspecial: CGU, MPF e @policiafederal apuram irregularidades com recursos de pesquisas biomédicas no PA, nas cidades de Belém e Ananindeua.

. Detalhes no site: https://t.co/YQCVRufS7r"
3219,"- Operação Regresso.
- Decolando rumo ao Brasil. https://t.co/xcm2qnWJ1X"
